,Operator,Departure Time,Travel Duration,Arrival Time,price,Bus Type,Seats Left,Window Seats,rating,Source,Destination,distance
4343,Golden Metrolink,2024-11-07 07:00:00,04hrs 50mins,2024-11-07 11:50:00,350,A/C Semi Sleeper (2+2),14,6,3.8,Mumbai,Pune,148
4345,Humsafar Travels,2024-11-07 23:30:00,03hrs 15mins,2024-11-07 02:45:00,1050,Bharat Benz A/C Sleeper (2+1),13,6,3.8,Mumbai,Pune,148
4346,N.T Vishwa,2024-11-07 20:00:00,05hrs 15mins,2024-11-07 01:15:00,1119,AC Sleeper (2+1),28,15,3.6,Mumbai,Pune,148
4347,Neeta tours and travels,2024-11-07 18:00:00,06hrs 10mins,2024-11-07 00:10:00,399,Bharat Benz A/C Seater (2+1),29,9,3.5,Mumbai,Pune,148
4348,Natraj Travels-,2024-11-07 18:00:00,07hrs 30mins,2024-11-07 01:30:00,1212,A/C Seater Push Back (2+2),49,24,3.3,Mumbai,Pune,148
4349,Mahalaxmi Travels Pareek,2024-11-07 21:30:00,05hrs 30mins,2024-11-07 03:00:00,650,AC Sleeper (2+1),38,20,3.4,Mumbai,Pune,148
4351,VRL Travels,2024-11-07 15:30:00,06hrs 00mins,2024-11-07 21:30:00,500,Volvo 9600 Multi-Axle A/C Sleeper (2+1),30,14,3.5,Mumbai,Pune,148
4352,Konduskar Travels Pvt. Ltd,2024-11-07 20:20:00,07hrs 30mins,2024-11-07 03:50:00,940,Volvo A/C Sleeper (2+1),23,11,3.6,Mumbai,Pune,148
4353,VRL Travels,2024-11-07 15:00:00,05hrs 15mins,2024-11-07 20:15:00,500,Volvo 9600 Multi-Axle A/C Sleeper (2+1),26,13,3.5,Mumbai,Pune,148
4354,Neeta tours and travels,2024-11-07 20:00:00,05hrs 55mins,2024-11-07 01:55:00,399,Bharat Benz A/C Seater (2+1),30,10,3.4,Mumbai,Pune,148
4355,Pooja Travels,2024-11-07 18:10:00,03hrs 50mins,2024-11-07 22:00:00,1000,Bharat Benz A/C Sleeper (2+1),27,13,3.5,Mumbai,Pune,148
4356,Purple Bus - Metrolink,2024-11-07 10:45:00,05hrs 30mins,2024-11-07 16:15:00,420,A/C Seater (2+2),32,14,3.4,Mumbai,Pune,148
4357,Anand Travels,2024-11-07 16:30:00,05hrs 45mins,2024-11-07 22:15:00,2010,A/C Sleeper (2+1),20,12,3.6,Mumbai,Pune,148
4358,Garud Travels,2024-11-07 21:30:00,05hrs 30mins,2024-11-07 03:00:00,800,A/C Sleeper (2+1),24,14,3.5,Mumbai,Pune,148
4359,Neeta tours and travels,2024-11-07 12:45:00,05hrs 00mins,2024-11-07 17:45:00,399,Bharat Benz A/C Seater (2+1),19,5,3.5,Mumbai,Pune,148
4360,Chanakya Travels Agency,2024-11-07 05:15:00,01hrs 00mins,2024-11-07 06:15:00,1500,AC Sleeper (2+1),19,8,3.6,Mumbai,Pune,148
4361,Konduskar Travels Pvt. Ltd,2024-11-07 19:45:00,07hrs 10mins,2024-11-07 02:55:00,761,Bharat Benz A/C Sleeper (2+1),15,9,3.6,Mumbai,Pune,148
4363,Neeta tours and travels,2024-11-07 16:15:00,05hrs 55mins,2024-11-07 22:10:00,399,Bharat Benz A/C Seater (2+1),25,7,3.4,Mumbai,Pune,148
4364,Pooja Travels,2024-11-07 17:10:00,02hrs 50mins,2024-11-07 20:00:00,1100,Bharat Benz A/C Sleeper (2+1),23,12,3.5,Mumbai,Pune,148
4366,Purple Metrolink,2024-11-07 06:30:00,05hrs 45mins,2024-11-07 12:15:00,500,Bharat Benz A/C Seater (2+2),24,9,3.4,Mumbai,Pune,148
4368,SIDDHANTH TRANSPORT,2024-11-07 21:30:00,06hrs 00mins,2024-11-07 03:30:00,2700,A/C Seater Push Back (2+2),49,22,3.2,Mumbai,Pune,148
4369,Neeta tours and travels,2024-11-07 05:40:00,05hrs 25mins,2024-11-07 11:05:00,399,Bharat Benz A/C Seater (2+1),16,8,3.5,Mumbai,Pune,148
4370,Dolphin Travel House (39),2024-11-07 16:00:00,05hrs 45mins,2024-11-07 21:45:00,1810,A/C Sleeper (2+1),31,10,3.4,Mumbai,Pune,148
4371,N.T Ashoka,2024-11-07 19:35:00,05hrs 35mins,2024-11-07 01:10:00,616,Non AC Seater (2+2),41,18,3.2,Mumbai,Pune,148
4373,Garud Travels,2024-11-07 21:00:00,06hrs 00mins,2024-11-07 03:00:00,550,AC Seater (2+2),40,18,3.2,Mumbai,Pune,148
4375,Neeta tours and travels,2024-11-07 09:15:00,05hrs 55mins,2024-11-07 15:10:00,450,Bharat Benz A/C Seater (2+2),35,15,3.2,Mumbai,Pune,148
4376,Dhanlaxmi Patil Travels,2024-11-07 16:30:00,08hrs 00mins,2024-11-07 00:30:00,585,Non A/C Seater / Sleeper (2+1),23,12,3.4,Mumbai,Pune,148
4377,Rahi Tour And Travels Syndicate,2024-11-07 21:30:00,04hrs 20mins,2024-11-07 01:50:00,700,AC Sleeper (2+1),21,11,3.4,Mumbai,Pune,148
4378,Nikhil Travels,2024-11-07 17:15:00,07hrs 20mins,2024-11-07 00:35:00,600,A/C Seater / Sleeper (3+1),28,14,3.3,Mumbai,Pune,148
4379,N.T Inworld Skyline,2024-11-07 19:55:00,05hrs 35mins,2024-11-07 01:30:00,1119,Bharat Benz A/C Sleeper (2+1),36,18,3.2,Mumbai,Pune,148
4380,Ghumdai Travels,2024-11-07 15:45:00,06hrs 00mins,2024-11-07 21:45:00,1149,A/C Sleeper (2+1),21,10,3.4,Mumbai,Pune,148
4381,VRL Travels,2024-11-07 16:00:00,05hrs 45mins,2024-11-07 21:45:00,500,NON A/C Sleeper (2+1),26,12,3.3,Mumbai,Pune,148
4382,N.T Vaibhav,2024-11-07 21:55:00,04hrs 50mins,2024-11-07 02:45:00,717,AC Sleeper (2+1),36,12,3.2,Mumbai,Pune,148
4383,N.T Gajal Raj,2024-11-07 16:30:00,05hrs 30mins,2024-11-07 22:00:00,1527,A/C Sleeper (2+1),36,18,3.2,Mumbai,Pune,148
4384,N.T Raja Express,2024-11-07 16:30:00,05hrs 30mins,2024-11-07 22:00:00,1527,AC Sleeper (2+1),36,18,3.2,Mumbai,Pune,148
4385,N.T Krishna,2024-11-07 15:00:00,07hrs 10mins,2024-11-07 22:10:00,1019,AC Sleeper (2+1),34,17,3.2,Mumbai,Pune,148
4386,N.T Shreyas Pink,2024-11-07 19:45:00,05hrs 45mins,2024-11-07 01:30:00,818,AC Sleeper (2+1),35,12,3.2,Mumbai,Pune,148
4387,Neeta tours and travels,2024-11-07 17:15:00,05hrs 15mins,2024-11-07 22:30:00,450,Bharat Benz A/C Seater (2+2),35,15,3.1,Mumbai,Pune,148
4388,Neeta tours and travels,2024-11-07 13:15:00,05hrs 30mins,2024-11-07 18:45:00,399,Bharat Benz A/C Seater (2+1),14,5,3.4,Mumbai,Pune,148
4389,N.T Vaibhav,2024-11-07 20:35:00,06hrs 10mins,2024-11-07 02:45:00,717,AC Sleeper (2+1),33,11,3.2,Mumbai,Pune,148
4390,Purple Bus - Metrolink,2024-11-07 17:15:00,06hrs 00mins,2024-11-07 23:15:00,420,A/C Seater (2+2),45,20,3.0,Mumbai,Pune,148
4391,VRL Travels,2024-11-07 11:10:00,05hrs 05mins,2024-11-07 16:15:00,500,Volvo 9600 Multi-Axle A/C Sleeper (2+1),30,14,3.2,Mumbai,Pune,148
4392,Shreenidhi Travels,2024-11-07 18:30:00,04hrs 25mins,2024-11-07 22:55:00,999,AC Sleeper (2+1),30,16,3.2,Mumbai,Pune,148
4393,N.T Shiv Baba,2024-11-07 19:30:00,06hrs 00mins,2024-11-07 01:30:00,1019,AC Sleeper (2+1),30,16,3.2,Mumbai,Pune,148
4394,Bhojlink Travels,2024-11-07 18:00:00,07hrs 00mins,2024-11-07 01:00:00,699,Non A/C Seater / Sleeper (2+1),29,15,3.2,Mumbai,Pune,148
4395,N.T Tanaaz,2024-11-07 15:00:00,06hrs 55mins,2024-11-07 21:55:00,1327,A/C Sleeper (2+1),30,16,3.2,Mumbai,Pune,148
4396,N.T Kartik,2024-11-07 21:01:00,06hrs 25mins,2024-11-07 03:26:00,717,AC Sleeper (2+1),29,10,3.2,Mumbai,Pune,148
4397,N.T Gurukrupa Tours Travels,2024-11-07 18:00:00,05hrs 30mins,2024-11-07 23:30:00,919,AC Sleeper (2+1),28,14,3.2,Mumbai,Pune,148
4398,N.T Mansi,2024-11-07 19:05:00,04hrs 25mins,2024-11-07 23:30:00,1019,AC Sleeper (2+1),28,14,3.2,Mumbai,Pune,148
4399,M J Travels,2024-11-07 14:45:00,07hrs 45mins,2024-11-07 22:30:00,1200,A/C Sleeper (2+1),36,18,3.1,Mumbai,Pune,148
4400,N.T Seven Star,2024-11-07 19:00:00,05hrs 10mins,2024-11-07 00:10:00,818,AC Sleeper (2+1),27,14,3.2,Mumbai,Pune,148
4401,N.T Akanksha Tourism,2024-11-07 18:30:00,06hrs 35mins,2024-11-07 01:05:00,1019,AC Sleeper (2+1),30,8,3.2,Mumbai,Pune,148
4402,National Travels (Abd),2024-11-07 06:30:00,05hrs 00mins,2024-11-07 11:30:00,1600,A/C Sleeper (2+1),13,7,3.4,Mumbai,Pune,148
4403,N.T Jaguar,2024-11-07 20:00:00,05hrs 30mins,2024-11-07 01:30:00,1828,AC Sleeper (2+1),29,13,3.2,Mumbai,Pune,148
4404,N.T S R,2024-11-07 20:00:00,05hrs 10mins,2024-11-07 01:10:00,818,NON A/C Sleeper (2+1),25,8,3.2,Mumbai,Pune,148
4405,Sundesha Travels,2024-11-07 16:30:00,03hrs 30mins,2024-11-07 20:00:00,3000,A/C Sleeper (2+1),15,6,3.4,Mumbai,Pune,148
4406,N.T Swami,2024-11-07 15:30:00,05hrs 30mins,2024-11-07 21:00:00,1119,AC Sleeper (2+1),24,12,3.2,Mumbai,Pune,148
4407,Purple Bus - Metrolink,2024-11-07 15:15:00,06hrs 00mins,2024-11-07 21:15:00,420,A/C Seater (2+2),29,13,3.1,Mumbai,Pune,148
4408,N.T Gaya,2024-11-07 19:00:00,04hrs 45mins,2024-11-07 23:45:00,919,AC Sleeper (2+1),24,8,3.2,Mumbai,Pune,148
4409,Purple Metrolink,2024-11-07 13:00:00,04hrs 30mins,2024-11-07 17:30:00,400,Bharat Benz A/C Seater (2+2),26,11,3.1,Mumbai,Pune,148
4410,Matoshree Tours And Travels,2024-11-07 19:00:00,06hrs 30mins,2024-11-07 01:30:00,650,A/C Seater / Sleeper (2+1),28,14,3.1,Mumbai,Pune,148
4412,Neeta tours and travels,2024-11-07 14:15:00,06hrs 55mins,2024-11-07 21:10:00,399,Bharat Benz A/C Seater (2+1),24,8,3.1,Mumbai,Pune,148
4413,VRL Travels,2024-11-07 17:00:00,05hrs 45mins,2024-11-07 22:45:00,500,NON A/C Sleeper (2+1),11,5,3.3,Mumbai,Pune,148
4414,Shri Mallinath Tours And Travels,2024-11-07 11:00:00,03hrs 45mins,2024-11-07 14:45:00,2500,AC Sleeper (2+1),32,16,3.1,Mumbai,Pune,148
4415,Vande Bharat Travels,2024-11-07 19:00:00,04hrs 45mins,2024-11-07 23:45:00,2000,A/C Sleeper (2+1),30,16,3.1,Mumbai,Pune,148
4416,N.T Mahalaxmi,2024-11-07 18:00:00,06hrs 00mins,2024-11-07 00:00:00,616,Non A/C Seater / Sleeper (2+1),56,28,2.7,Mumbai,Pune,148
4417,Mujawar Travels,2024-11-07 15:00:00,07hrs 25mins,2024-11-07 22:25:00,1000,NON A/C Sleeper (2+1),19,7,3.2,Mumbai,Pune,148
4418,Neeta tours and travels,2024-11-07 10:45:00,06hrs 25mins,2024-11-07 17:10:00,399,Bharat Benz A/C Seater (2+1),28,9,3.0,Mumbai,Pune,148
4419,N.T Indian Express,2024-11-07 13:00:00,05hrs 30mins,2024-11-07 18:30:00,1377,A/C Sleeper (2+1),26,13,3.1,Mumbai,Pune,148
4420,Garud Travels,2024-11-07 23:20:00,03hrs 55mins,2024-11-07 03:15:00,800,A/C Sleeper (2+1),16,9,3.2,Mumbai,Pune,148
4421,N.T Bhakti,2024-11-07 15:30:00,08hrs 25mins,2024-11-07 23:55:00,1119,AC Sleeper (2+1),32,16,3.0,Mumbai,Pune,148
4422,N.T Kartik,2024-11-07 20:05:00,06hrs 10mins,2024-11-07 02:15:00,717,A/C Sleeper (2+1),30,16,3.0,Mumbai,Pune,148
4423,Sea Bird Tourist,2024-11-07 16:00:00,06hrs 00mins,2024-11-07 22:00:00,1700,A/C Sleeper (2+1),33,17,3.0,Mumbai,Pune,148
4424,Vaibhav (Manmandir Travels),2024-11-07 19:45:00,06hrs 45mins,2024-11-07 02:30:00,910,A/C Sleeper (2+1),32,10,3.0,Mumbai,Pune,148
4425,Pinkbus,2024-11-07 12:00:00,03hrs 55mins,2024-11-07 15:55:00,524,A/C Seater (2+2),30,11,3.0,Mumbai,Pune,148
4427,Dolphin Travels House(31),2024-11-07 20:00:00,03hrs 56mins,2024-11-07 23:56:00,1010,Bharat Benz A/C Sleeper (2+1),28,14,3.0,Mumbai,Pune,148
4428,Natraj Travels-,2024-11-07 18:00:00,07hrs 30mins,2024-11-07 01:30:00,555,A/C Seater/Sleeper (2+1),26,13,3.0,Mumbai,Pune,148
4429,N.T Siddhanath,2024-11-07 21:00:00,05hrs 40mins,2024-11-07 02:40:00,1219,AC Sleeper (2+1),14,3,3.2,Mumbai,Pune,148
4430,SRT KGN Travels,2024-11-07 13:45:00,06hrs 40mins,2024-11-07 20:25:00,1300,A/C Sleeper (2+1),35,18,2.9,Mumbai,Pune,148
4431,Patel Tours And Travels,2024-11-07 18:20:00,06hrs 40mins,2024-11-07 01:00:00,1099,A/C Sleeper (2+1),19,9,3.1,Mumbai,Pune,148
4432,Sairaj Tours & Travels,2024-11-07 18:30:00,05hrs 50mins,2024-11-07 00:20:00,1200,Non A/C Seater / Sleeper (2+1),35,15,2.9,Mumbai,Pune,148
4433,Dolphin Travel House (40),2024-11-07 20:15:00,05hrs 15mins,2024-11-07 01:30:00,1810,A/C Sleeper (2+1),30,10,3.0,Mumbai,Pune,148
4435,Neeta tours and travels,2024-11-07 10:00:00,06hrs 10mins,2024-11-07 16:10:00,450,Bharat Benz A/C Seater (2+2),29,12,2.9,Mumbai,Pune,148
4436,Vaibhav Tours and Travels,2024-11-07 18:15:00,05hrs 55mins,2024-11-07 00:10:00,600,A/C Seater / Sleeper (2+1),38,17,2.8,Mumbai,Pune,148
4437,Dolphin Travels House (01),2024-11-07 21:15:00,05hrs 15mins,2024-11-07 02:30:00,1110,Mercedes Benz A/C Sleeper (2+1),30,17,2.9,Mumbai,Pune,148
4438,Neeta tours and travels,2024-11-07 22:00:00,06hrs 15mins,2024-11-07 04:15:00,848,Bharat Benz A/C Sleeper (2+1),14,8,3.1,Mumbai,Pune,148
4439,N.T M.B LINK,2024-11-07 21:00:00,06hrs 05mins,2024-11-07 03:05:00,616,Non AC Seater (2+2),45,20,2.7,Mumbai,Pune,148
4440,Anand Travels,2024-11-07 20:30:00,05hrs 10mins,2024-11-07 01:40:00,1715,A/C Sleeper (2+1),23,13,3.0,Mumbai,Pune,148
4441,Citizen Bus,2024-11-07 14:00:00,08hrs 50mins,2024-11-07 22:50:00,1400,Non A/C Seater / Sleeper (2+1),30,15,2.9,Mumbai,Pune,148
4442,Citizen Bus,2024-11-07 17:45:00,08hrs 00mins,2024-11-07 01:45:00,1600,NON A/C Sleeper (2+1),32,12,2.9,Mumbai,Pune,148
4443,VRL Travels,2024-11-07 13:00:00,05hrs 15mins,2024-11-07 18:15:00,500,A/C Sleeper (2+1),27,12,2.9,Mumbai,Pune,148
4445,Vaibhav travels,2024-11-07 18:00:00,06hrs 15mins,2024-11-07 00:15:00,1000,A/C Sleeper (2+1),28,13,2.9,Mumbai,Pune,148
4446,KGN Bus,2024-11-07 16:30:00,08hrs 00mins,2024-11-07 00:30:00,2000,NON A/C Sleeper (2+1),30,16,2.9,Mumbai,Pune,148
4447,Shree Patel  Travels®,2024-11-07 05:10:00,03hrs 05mins,2024-11-07 08:15:00,1700,A/C Sleeper (2+1),22,8,3.0,Mumbai,Pune,148
4448,Dhanashree Tours & Travels,2024-11-07 19:00:00,04hrs 45mins,2024-11-07 23:45:00,550,Non A/C Seater / Sleeper (2+1),40,20,2.7,Mumbai,Pune,148
4449,Himalaya Travels,2024-11-07 20:30:00,05hrs 29mins,2024-11-07 01:59:00,1110,A/C Sleeper (2+1),33,16,2.8,Mumbai,Pune,148
4450,Neeta tours and travels,2024-11-07 15:45:00,06hrs 10mins,2024-11-07 21:55:00,450,Bharat Benz A/C Seater (2+2),36,15,2.7,Mumbai,Pune,148
4451,Matoshree Tours And Travels,2024-11-07 18:45:00,06hrs 15mins,2024-11-07 01:00:00,1800,A/C Seater / Sleeper (2+1),42,21,2.7,Mumbai,Pune,148
4452,Jabbar  Travels,2024-11-07 15:00:00,03hrs 35mins,2024-11-07 18:35:00,420,NON AC Seater / Sleeper 2+1,23,5,2.9,Mumbai,Pune,148
4453,Golden Metrolink,2024-11-07 13:30:00,05hrs 05mins,2024-11-07 18:35:00,350,A/C Semi Sleeper (2+2),28,13,2.8,Mumbai,Pune,148
4454,Purple Metrolink,2024-11-07 12:00:00,04hrs 30mins,2024-11-07 16:30:00,400,Bharat Benz A/C Seater (2+2),28,13,2.8,Mumbai,Pune,148
4455,Abhishek Vishal Travels,2024-11-07 17:20:00,07hrs 25mins,2024-11-07 00:45:00,1499,A/C Sleeper (2+1),23,12,2.9,Mumbai,Pune,148
4456,Garud Travels,2024-11-07 22:00:00,05hrs 15mins,2024-11-07 03:15:00,800,A/C Sleeper (2+1),21,10,2.9,Mumbai,Pune,148
4457,KRSNA Travels,2024-11-07 21:29:00,04hrs 45mins,2024-11-07 02:14:00,1000,AC Seater (2+2),45,20,2.6,Mumbai,Pune,148
4458,Purple Bus - Metrolink,2024-11-07 16:45:00,06hrs 00mins,2024-11-07 22:45:00,420,A/C Seater (2+2),33,15,2.7,Mumbai,Pune,148
4459,Anand Travels,2024-11-07 14:00:00,05hrs 35mins,2024-11-07 19:35:00,1800,A/C Sleeper (2+1),22,13,2.9,Mumbai,Pune,148
4460,Neeta tours and travels,2024-11-07 05:45:00,05hrs 05mins,2024-11-07 10:50:00,600,Bharat Benz A/C Seater (2+2),28,11,2.8,Mumbai,Pune,148
4461,N.T Akanksha Tourism,2024-11-07 21:30:00,05hrs 15mins,2024-11-07 02:45:00,1119,Bharat Benz A/C Sleeper (2+1),30,10,2.8,Mumbai,Pune,148
4462,Jyotirling Travels,2024-11-07 18:00:00,07hrs 10mins,2024-11-07 01:10:00,2000,Bharat Benz A/C Seater /Sleeper (2+1),51,11,2.6,Mumbai,Pune,148
4463,Citizen Bus,2024-11-07 16:30:00,07hrs 15mins,2024-11-07 23:45:00,1800,Bharat Benz A/C Sleeper (2+1),24,7,2.9,Mumbai,Pune,148
4464,N.T GM BUS,2024-11-07 15:00:00,06hrs 00mins,2024-11-07 21:00:00,1900,AC Sleeper (2+1),36,18,2.7,Mumbai,Pune,148
4465,VRL Travels,2024-11-07 16:10:00,06hrs 50mins,2024-11-07 23:00:00,500,NON A/C Sleeper (2+1),31,16,2.7,Mumbai,Pune,148
4466,Neeta tours and travels,2024-11-07 12:15:00,04hrs 35mins,2024-11-07 16:50:00,399,Bharat Benz A/C Seater (2+2),31,13,2.7,Mumbai,Pune,148
4467,Purple Metrolink,2024-11-07 10:00:00,04hrs 00mins,2024-11-07 14:00:00,400,Bharat Benz A/C Seater (2+2),27,12,2.7,Mumbai,Pune,148
4468,VRL Travels,2024-11-07 14:10:00,04hrs 50mins,2024-11-07 19:00:00,500,NON A/C Sleeper (2+1),30,14,2.7,Mumbai,Pune,148
4469,N.T Akanksha Tourism,2024-11-07 19:00:00,06hrs 30mins,2024-11-07 01:30:00,919,Bharat Benz A/C Seater /Sleeper (2+1),23,12,2.8,Mumbai,Pune,148
4470,Anand Travels,2024-11-07 20:30:00,06hrs 10mins,2024-11-07 02:40:00,667,A/C Sleeper (2+1),21,12,2.8,Mumbai,Pune,148
4471,Neeta tours and travels,2024-11-07 16:45:00,06hrs 10mins,2024-11-07 22:55:00,450,Bharat Benz A/C Seater (2+2),35,15,2.6,Mumbai,Pune,148
4472,Jay Bhavani Travels,2024-11-07 21:15:00,05hrs 20mins,2024-11-07 02:35:00,500,A/C Seater / Sleeper (2+1),35,19,2.6,Mumbai,Pune,148
4473,Gujarat Travels,2024-11-07 18:15:00,05hrs 40mins,2024-11-07 23:55:00,1800,Bharath Benz A/C Sleeper (2+2),40,17,2.6,Mumbai,Pune,148
4474,Neeta tours and travels,2024-11-07 18:45:00,29hrs 10mins,2024-11-07 23:55:00,450,Bharat Benz A/C Seater (2+2),26,11,2.7,Mumbai,Pune,148
4475,N.T Savita,2024-11-07 14:00:00,07hrs 40mins,2024-11-07 21:40:00,1119,AC Sleeper (2+1),27,14,2.7,Mumbai,Pune,148
4476,Jai Bhawani Travels,2024-11-07 15:35:00,09hrs 45mins,2024-11-07 01:20:00,1099,NON A/C Sleeper (2+1),27,13,2.7,Mumbai,Pune,148
4478,Gujarat Travels,2024-11-07 07:58:00,04hrs 00mins,2024-11-07 11:58:00,1200,A/C Sleeper (2+1),36,12,2.6,Mumbai,Pune,148
4479,Dolphin  travel  house,2024-11-07 22:15:00,04hrs 10mins,2024-11-07 02:25:00,1410,Bharat Benz A/C Sleeper (2+1),34,17,2.6,Mumbai,Pune,148
4480,Abhishek Vishal Travels,2024-11-07 16:00:00,07hrs 59mins,2024-11-07 23:59:00,1499,A/C Sleeper (2+1),18,9,2.8,Mumbai,Pune,148
4481,Mahalaxmi Bus (Lokre Bandhu),2024-11-07 20:00:00,04hrs 50mins,2024-11-07 00:50:00,600,NON A/C Seater Push Back (2+2),39,17,2.5,Mumbai,Pune,148
4482,Go Tour Travels and Holidays,2024-11-07 14:15:00,05hrs 20mins,2024-11-07 19:35:00,1269,A/C Sleeper (2+1),25,12,2.7,Mumbai,Pune,148
4483,Krushna Tour's & Travels,2024-11-07 23:20:00,04hrs 00mins,2024-11-07 03:20:00,2500,A/C Sleeper (2+1),36,18,2.6,Mumbai,Pune,148
4484,KRSNA Travels,2024-11-07 05:54:00,05hrs 05mins,2024-11-07 10:59:00,900,Mercedes Benz A/C Sleeper (2+1),30,16,2.6,Mumbai,Pune,148
4485,Jai Bhawani Travels,2024-11-07 16:00:00,06hrs 45mins,2024-11-07 22:45:00,1099,NON A/C Sleeper (2+1),23,10,2.7,Mumbai,Pune,148
4487,Neeta tours and travels,2024-11-07 15:00:00,05hrs 40mins,2024-11-07 20:40:00,450,Bharat Benz A/C Seater (2+2),25,11,2.6,Mumbai,Pune,148
4488,Arihant Dev Travels,2024-11-07 05:30:00,02hrs 15mins,2024-11-07 07:45:00,1500,NON A/C Sleeper (2+1),31,12,2.6,Mumbai,Pune,148
4489,Jai Bhawani Travels,2024-11-07 15:05:00,06hrs 40mins,2024-11-07 21:45:00,1099,NON A/C Sleeper (2+1),21,9,2.7,Mumbai,Pune,148
4490,Atmaram  Travels,2024-11-07 15:55:00,05hrs 20mins,2024-11-07 21:15:00,850,AC Seater (2+2),27,12,2.6,Mumbai,Pune,148
4492,Mahalaxmi Bus (Lokre Bandhu),2024-11-07 19:00:00,04hrs 45mins,2024-11-07 23:45:00,600,Non A/C Seater / Sleeper (2+1),39,22,2.4,Mumbai,Pune,148
4494,Dolphin Travels House (7),2024-11-07 18:30:00,06hrs 00mins,2024-11-07 00:30:00,910,A/C Sleeper (2+1),26,10,2.6,Mumbai,Pune,148
4495,Blue Star A P Travels And Logistics,2024-11-07 07:30:00,05hrs 45mins,2024-11-07 13:15:00,350,A/C Seater (2+2),30,12,2.5,Mumbai,Pune,148
4498,Anand Travels,2024-11-07 13:15:00,04hrs 35mins,2024-11-07 17:50:00,2305,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20,10,2.7,Mumbai,Pune,148
4501,Blue Star A P Travels And Logistics,2024-11-07 08:30:00,05hrs 15mins,2024-11-07 13:45:00,350,A/C Seater (2+2),29,12,2.5,Mumbai,Pune,148
4502,Manish Travels Private Limited,2024-11-07 08:10:00,04hrs 35mins,2024-11-07 12:45:00,1800,VE A/C Sleeper (2+1),29,16,2.5,Mumbai,Pune,148
4503,Dolphin  travel  house,2024-11-07 17:00:00,06hrs 00mins,2024-11-07 23:00:00,1410,Bharat Benz A/C Sleeper (2+1),35,18,2.4,Mumbai,Pune,148
4504,Shree Vijay Travels,2024-11-07 08:15:00,03hrs 45mins,2024-11-07 12:00:00,1400,Bharat Benz A/C Sleeper (2+1),34,17,2.4,Mumbai,Pune,148
4505,Humrahi Travels,2024-11-07 19:45:00,04hrs 30mins,2024-11-07 00:15:00,800,A/C Sleeper (2+1),24,12,2.5,Mumbai,Pune,148
4506,N.T Krishna,2024-11-07 15:00:00,07hrs 10mins,2024-11-07 22:10:00,1019,AC Sleeper (2+1),32,16,2.4,Mumbai,Pune,148
4507,T P Travels And Cargo (Shefali Travels),2024-11-07 20:30:00,04hrs 30mins,2024-11-07 01:00:00,700,AC Sleeper (2+1),30,16,2.4,Mumbai,Pune,148
4508,Huda Travels,2024-11-07 22:00:00,03hrs 45mins,2024-11-07 01:45:00,900,A/C Sleeper (2+1),30,16,2.4,Mumbai,Pune,148
4509,N.T Gurukrupa Tours Travels,2024-11-07 17:15:00,06hrs 20mins,2024-11-07 23:35:00,919,A/C Sleeper (2+1),30,15,2.4,Mumbai,Pune,148
4510,Vaibhav Travels,2024-11-07 00:30:00,04hrs 30mins,2024-11-07 05:00:00,1400,A/C Sleeper (2+1),25,8,2.5,Mumbai,Pune,148
4511,Ravina Travels (Regd),2024-11-07 12:15:00,04hrs 55mins,2024-11-07 17:10:00,1999,A/C Sleeper (2+1),24,12,2.5,Mumbai,Pune,148
4512,Geetanjali Travels,2024-11-07 20:30:00,04hrs 20mins,2024-11-07 00:50:00,750,A/C Seater/Sleeper (2+1),49,11,2.2,Mumbai,Pune,148
4513,N.T Gajal Raj,2024-11-07 14:00:00,05hrs 30mins,2024-11-07 19:30:00,1377,VE A/C Sleeper (2+1),30,15,2.4,Mumbai,Pune,148
4514,Gujarat Travels,2024-11-07 18:15:00,03hrs 35mins,2024-11-07 21:50:00,1600,AC Sleeper (2+1),23,10,2.5,Mumbai,Pune,148
4515,VRL Travels,2024-11-07 11:25:00,04hrs 50mins,2024-11-07 16:15:00,400,A/C Seater / Sleeper (2+1),26,12,2.4,Mumbai,Pune,148
4516,Neeta tours and travels,2024-11-07 08:45:00,06hrs 30mins,2024-11-07 15:15:00,450,Bharat Benz A/C Seater (2+2),27,10,2.4,Mumbai,Pune,148
4518,KRSNA Travels,2024-11-07 21:45:00,04hrs 45mins,2024-11-07 02:30:00,910,Mercedes Benz A/C Sleeper (2+1),10,6,2.6,Mumbai,Pune,148
4519,S R Travels,2024-11-07 18:00:00,27hrs 30mins,2024-11-07 21:30:00,999,A/C Sleeper (2+1),19,9,2.5,Mumbai,Pune,148
4520,Shiv Holidays,2024-11-07 21:15:00,06hrs 10mins,2024-11-07 03:25:00,600,A/C Seater Push Back (2+2),10,5,2.6,Mumbai,Pune,148
4521,T P TRAVELS AND CARGO,2024-11-07 14:30:00,07hrs 00mins,2024-11-07 21:30:00,1000,NON A/C Sleeper (2+1),26,14,2.4,Mumbai,Pune,148
4522,Shubham Tourism,2024-11-07 15:00:00,07hrs 00mins,2024-11-07 22:00:00,4000,NON A/C Sleeper (2+1),32,18,2.4,Mumbai,Pune,148
4523,Purple Metrolink,2024-11-07 16:00:00,04hrs 00mins,2024-11-07 20:00:00,400,Bharat Benz A/C Seater (2+2),27,11,2.3,Mumbai,Pune,148
